As Of,Document Create Date,Sales_ID,Material Number,Line Customer Request Date,Delivery Block Item,Delivery Block Description,Quantity Backordered in Base Unit,BackOrderedNetValue_USD,KEY,Rootcause,ETA Full BO,BO Category,Comments
2024-07-26,2024-07-16,2e49b580-8159,019-CIDEX-01,2024-07-16,,,3,27804,VR8125442856,,,TS,
2024-07-26,2024-06-17,a26cf118-1681,002-NX-01,2024-06-17,16,,4,41140,ML0895775350,Transport Delay,2024-08-07,WD,"Qty 80 - ""Green lighted"" approved-shipped 7/29/24, 105990-01, Del'd 7/31        UPS#: 1Z849AE60442426763, 1Z849AE60442055995,1Z849AE60440186795, needs SAP recp't"
2024-07-26,2024-07-19,8f7b7e71-cc03,010-VELOCITY-01,2024-07-19,16,,4,8784,DW5752018463,Supplier Delay,2024-08-02,SM,80 eaches in transit
2024-07-26,2024-07-24,3b08b059-25a4,009-CCB-01,2024-07-23,16,,3,7692,YP1105927543,Other,2024-08-16,WD,"Block 16, Qty 50, pending customs registrastion approval(`7/29)"
2024-07-26,2023-12-11,44e8bef5-8125,014-VERISURE-BD,2023-12-11,16,,4,25408,OG0242746728,TBD,,SP,TBD
2024-07-26,2024-07-18,ef0c5f1e-5d44,015-VERISURE-MI,2024-07-18,,,4,10280,KL2488563017,,,SM,
2024-07-26,2024-06-13,4d7ea5ac-2258,005-APTITRH-01,2024-06-13,16,,8,1144,NT1054953258,Inventory available to promise/no planning block,,WD,"Inventory available in CO01. CS (Bustos, Alejandra) to remove Block 16 from the orders."
2024-07-26,2024-07-09,9eea3016-8b23,005-APTITRH-01,2024-07-09,16,,3,117,KR1478578826,Transport Delay,2024-08-07,WD,"Qty 80 - ""Green lighted"" approved-shipped 7/29/24, 105990-01, Del'd 7/31        UPS#: 1Z849AE60442426763, 1Z849AE60442055995,1Z849AE60440186795, needs SAP recp't"
2024-07-26,2024-06-12,767448ee-a25f,014-VERISURE-BD,2024-06-12,16,,6,28584,LZ6631350060,TBD,,SP,TBD
2024-07-26,2024-07-15,5887de41-bc4b,001-100NX-01,2024-07-15,,ASP Product Allocatn,11,98978,BW8938200858,MTO code,,TS,"Kits are MTO and are being built. Customer Service has been asked to update the sales orders to when the Kits are finished. SO 1100812314 is also blocked by customer service, so MTO process is not followed."
2024-07-26,2024-07-12,eddbdc16-f48b,002-NX-01,2024-07-12,16,,5,24200,GA3214164857,Supplier Delay,2024-08-02,SM,80 eaches in transit
2024-07-26,2024-07-25,9cf0af5c-73cf,020-CIDEX-TS-01,2024-07-25,16,,2,192,PX5436520419,,,SM,
2024-07-26,2024-07-02,1a640343-1dc8,021-CIDEZYME-01,2024-07-02,16,,2,630,UL7394259358,Inventory available to promise/no planning block,2024-07-19,SM,No Backorder. 130EA on hand. 
2024-07-26,2024-06-19,0d38a113-9cc3,007-TYVEK-01,2024-06-19,16,,9,62064,AA0712878566,Inventory available to promise/no planning block,,WD,"Inventory available in CO01. CS (Bustos, Alejandra) to remove Block 16 from the orders."
2024-07-26,2024-07-19,65cc2afb-2698,012-BIOTRACE-MINI,2024-07-19,,ASP Product Allocatn,2,816,RF5299048554,MTO code,,TS,"Kits are MTO and are being built. Customer Service has been asked to update the sales orders to when the Kits are finished. SO 1100812314 is also blocked by customer service, so MTO process is not followed."
2024-07-26,2024-07-23,4100373f-7e46,014-VERISURE-BD,2024-07-23,16,,4,38112,YR5113662775,Other,2024-08-16,WD,"Block 16, Qty 50, pending customs registrastion approval(`7/29)"
2024-07-26,2024-07-16,61d08018-6cc2,011-BIOTRACE-PRO,2024-07-15,16,,2,10416,UG1797984847,Supplier Delay,2024-08-02,SM,80 eaches in transit
2024-07-26,2024-07-10,2fec787c-b6ce,010-VELOCITY-01,2024-07-10,16,,15,65880,PQ9696504664,Supplier Delay,2024-08-02,SM,80 eaches in transit
2024-07-26,2024-06-13,61189e80-f055,006-TRAYMAT-01,2024-06-13,,ASP Product Allocatn,2,17820,ZG0149194524,TBD,,SP,TBD
2024-07-26,2024-07-17,0dcb61e5-e680,010-VELOCITY-01,2024-07-17,,,8,15616,EW7454509535,Supplier Delay,2024-07-31,SM,12 eaches in transit + 39 eaches on hand
2024-07-26,2024-07-09,dd84d6e5-3db8,006-TRAYMAT-01,2024-07-09,,,14,224532,BQ5732615553,Supplier Delay,2024-07-31,SM,12 eaches in transit + 39 eaches on hand
2024-07-26,2024-07-25,16e6f96a-59cf,002-NX-01,2024-07-25,16,,6,25410,XH4730342394,,,SM,
2024-07-26,2024-04-05,8a3f13e5-b3c0,013-SEALSURE-01,2024-04-05,,,4,9472,RR7621126763,0,,SM,0
2024-07-26,2024-07-09,b045aa6e-11af,011-BIOTRACE-PRO,2024-07-09,16,,12,133920,OI0414006012,Other,2024-07-26,TS,STO 3500086781
2024-07-26,2024-07-24,75d6f477-63c8,020-CIDEX-TS-01,2024-07-24,16,,3,192,FR6787217886,,,SM,
2024-07-26,2024-07-09,b114159c-0ce1,006-TRAYMAT-01,2024-07-08,16,,6,85536,YV5310954400,Transport Delay,2024-08-07,WD,"Qty 80 - ""Green lighted"" approved-shipped 7/29/24, 105990-01, Del'd 7/31        UPS#: 1Z849AE60442426763, 1Z849AE60442055995,1Z849AE60440186795, needs SAP recp't"
2024-07-26,2024-07-25,4d47ef04-2517,004-APTITR-01,2024-07-25,16,,8,34320,UF5500906953,,,SM,
2024-07-26,2024-05-29,662cb2a7-0b9f,001-100NX-01,2024-05-29,16,,4,39264,TC8886583780,Overconsumption,2024-08-06,WD,"990 ea arrived to PA01 warehouse, waiting for inbound."
2024-07-26,2024-03-25,be37a9c6-e4ae,012-BIOTRACE-MINI,2024-03-25,16,,1,1496,KI6591674522,,,SM,
2024-07-26,2024-07-25,69c59916-0404,008-CASSETTE-01,2024-07-25,16,,7,43960,IB3392872587,Supplier Delay,2024-08-02,SM,80 eaches in transit
2024-07-26,2024-07-15,04317ffa-7c2a,012-BIOTRACE-MINI,2024-07-15,16,,4,3264,TX7362377521,,,TS,
2024-07-26,2024-07-15,f3468106-affe,010-VELOCITY-01,2024-07-15,16,,2,976,PG4019749062,Overconsumption,2024-08-06,WD,"990 ea arrived to PA01 warehouse, waiting for inbound."
2024-07-29,2024-07-18,b73f4447-531b,019-CIDEX-01,2024-07-18,16,,3,13902,WJ6302203033,,,SM,
2024-07-29,2024-07-15,eb0590af-27db,009-CCB-01,2024-07-15,16,,13,166660,FR4073303569,,,SM,
2024-07-29,2024-07-22,d91af686-6f3a,020-CIDEX-TS-01,2024-07-22,16,,19,5776,EN8693376405,Supplier Delay,2024-08-02,SM,80 eaches in transit
2024-07-29,2024-06-19,6aece043-6b27,001-100NX-01,2024-06-19,16,,16,235584,SC9665186883,Inventory available to promise/no planning block,,WD,"Inventory available in CO01. CS (Bustos, Alejandra) to remove Block 16 from the orders."
2024-07-29,2024-07-18,909b4d83-746e,011-BIOTRACE-PRO,2024-07-18,,,12,142848,FG0611684771,,,SM,
2024-07-29,2024-07-17,94a7dd85-753d,007-TYVEK-01,2024-07-17,16,,7,42238,FX6875226825,0,,SM,0
2024-07-29,2024-07-24,8e59d16a-b700,012-BIOTRACE-MINI,2024-07-24,16,,2,544,DK6696756612,Other,2024-09-16,WD,"SO: Block 16, Qty 20, pending shipment-CH01-docs (Green light) approval"
2024-07-29,2024-07-15,fe493eab-bf66,020-CIDEX-TS-01,2024-07-15,16,,8,1152,ZD9376549319,,,TS,
2024-07-29,2024-06-13,fcd28ff8-d304,005-APTITRH-01,2024-06-13,16,,11,2145,US0434594814,Inventory available to promise/no planning block,,WD,"Inventory available in CO01. CS (Bustos, Alejandra) to remove Block 16 from the orders."
2024-07-29,2024-07-26,883e1ad4-3527,015-VERISURE-MI,2024-07-26,16,,1,3598,HS3391274894,,,SM,
2024-07-29,2024-07-26,043d223f-c106,003-100S-01,2024-07-26,16,,2,17248,TA6244498465,,,SM,
2024-07-29,2024-07-18,73955fd9-3216,007-TYVEK-01,2024-07-18,16,,1,3879,QE2473455401,,,WD,
2024-07-29,2024-06-26,0047863a-b8a8,001-100NX-01,2024-06-26,16,,4,35992,WR8863116422,Supplier Delay,2024-08-02,SM,80 eaches in transit
2024-07-29,2024-06-18,19bd879e-4625,013-SEALSURE-01,2024-06-18,,,9,21312,OA0556285056,TBD,,SP,TBD
2024-07-29,2024-07-23,3193863e-3174,002-NX-01,2024-07-23,16,,8,77440,NE5220234234,Other,2024-08-16,WD,"Block 16, Qty 50, pending customs registrastion approval(`7/29)"
2024-07-29,2024-07-26,f65311e4-3893,008-CASSETTE-01,2024-07-26,16,,6,51810,JH3502823804,,,SM,
2024-07-29,2023-12-11,5da778f8-0fdc,009-CCB-01,2023-12-11,16,,4,15384,KR7048837541,TBD,,SP,TBD
2024-07-29,2024-07-17,9e04d2cf-0b43,002-NX-01,2024-07-17,,,6,54450,MM8632253178,NPI,2024-08-16,SM,"PO 4500016662, in transit"
2024-07-29,2024-07-26,3616338b-990e,002-NX-01,2024-07-26,16,,9,49005,XL4109639732,,,SM,
2024-07-29,2024-07-12,3c420d38-690a,007-TYVEK-01,2024-07-12,16,,1,2586,UR6642896390,Supplier Delay,2024-08-02,SM,80 eaches in transit
2024-07-29,2024-07-12,8d2d04ad-2a1f,002-NX-01,2024-07-12,,,1,9680,EG3019795191,Supplier Delay,2024-07-31,SM,12 eaches in transit + 39 eaches on hand
2024-07-29,2024-07-15,7f7a2635-26ad,002-NX-01,2024-07-15,,ASP Product Allocatn,11,133100,KT0619976880,MTO code,,TS,"Kits are MTO and are being built. Customer Service has been asked to update the sales orders to when the Kits are finished. SO 1100812314 is also blocked by customer service, so MTO process is not followed."
2024-07-29,2024-04-05,f9215404-0cd6,015-VERISURE-MI,2024-04-05,,,5,23130,KC7630641444,0,,SM,0
2024-07-29,2024-07-08,8b9ac3b2-2298,020-CIDEX-TS-01,2024-07-08,,,2,96,RI7227171131,Overconsumption,2024-08-02,SM,"26EA in QA location, pending to release"
2024-07-29,2024-07-26,86d7c3c2-477b,017-EVOTECH-01,2024-07-26,16,,4,22128,QK0863855470,,,SM,
2024-07-29,2024-06-17,f761adbf-c2f0,003-100S-01,2024-06-17,16,,1,4704,XJ2851641320,Transport Delay,2024-08-07,WD,"Qty 80 - ""Green lighted"" approved-shipped 7/29/24, 105990-01, Del'd 7/31        UPS#: 1Z849AE60442426763, 1Z849AE60442055995,1Z849AE60440186795, needs SAP recp't"
2024-07-29,2024-07-15,ce3c5625-3d05,018-ENZOL-01,2024-07-15,16,,8,83600,BQ5880398112,,,SM,
2024-07-29,2024-07-18,44d8b56b-76c9,012-BIOTRACE-MINI,2024-07-18,16,,4,3264,DI0055276633,,,SM,
2024-07-29,2024-07-26,16151f4a-f7fd,011-BIOTRACE-PRO,2024-07-26,16,,4,26784,SA6423430798,,,SM,
2024-07-29,2024-07-18,7cf41b5e-e15d,021-CIDEZYME-01,2024-07-18,16,,4,7980,JK6084334728,,,TS,
2024-07-29,2024-06-13,370fdb6b-ac4b,015-VERISURE-MI,2024-06-13,,ASP Product Allocatn,1,5140,GQ8434416305,TBD,,SP,TBD
2024-07-29,2024-07-26,25d9bbe7-acc9,017-EVOTECH-01,2024-07-26,16,,5,73760,YZ7561972971,0,,SM,0
2024-07-29,2024-05-07,47900fff-9bd5,010-VELOCITY-01,2024-05-07,16,,2,976,UW6748972863,0,,SM,0
2024-07-29,2024-07-24,0e77c148-b617,007-TYVEK-01,2024-07-24,16,,4,8620,RJ0169802847,Transport Delay,2024-08-07,WD,"Qty 80 - ""Green lighted"" approved-shipped 7/29/24, 105990-01, Del'd 7/31        UPS#: 1Z849AE60442426763, 1Z849AE60442055995,1Z849AE60440186795, needs SAP recp't"
2024-07-29,2024-07-15,9b46b4be-4da4,004-APTITR-01,2024-07-15,16,,9,38610,IB2506220264,Overconsumption,2024-08-06,WD,"990 ea arrived to PA01 warehouse, waiting for inbound."
2024-07-29,2024-06-12,6cdd5d1f-24ac,006-TRAYMAT-01,2024-06-12,16,,9,144342,HS2406723149,TBD,,SP,TBD
2024-07-29,2024-03-22,e648528b-84c0,006-TRAYMAT-01,2024-03-22,,,4,17820,FN8157405491,MTO code,2024-08-09,SM,"PO 4500015805. Supplier delay, pending PGR"
2024-07-29,2024-06-12,c116f322-2ebf,015-VERISURE-MI,2024-06-12,16,,1,5140,WL8330363487,TBD,,SP,TBD
2024-07-29,2024-07-15,2d39b469-4c46,003-100S-01,2024-07-15,16,,1,4704,MI9107357326,,,TS,
2024-07-29,2024-07-15,221ea275-1264,002-NX-01,2024-07-15,,ASP Product Allocatn,11,73205,JY0481761711,MTO code,,TS,"Kits are MTO and are being built. Customer Service has been asked to update the sales orders to when the Kits are finished. SO 1100812314 is also blocked by customer service, so MTO process is not followed."
2024-07-29,2024-05-29,59d05c71-1c47,003-100S-01,2024-05-29,16,,1,784,PM4217105391,Overconsumption,2024-08-06,WD,"990 ea arrived to PA01 warehouse, waiting for inbound."
2024-07-29,2024-07-15,131d55f0-82ae,010-VELOCITY-01,2024-07-15,16,,2,1464,TS0215888849,,,TS,
2024-07-29,2024-07-26,f9e60d48-c373,007-TYVEK-01,2024-07-26,16,,3,6465,UU8600984846,,,SM,
2024-07-29,2024-07-23,df2ff518-2659,021-CIDEZYME-01,2024-07-23,,,2,1050,ZK7427474229,,,SM,
2024-07-29,2024-04-02,135015ed-b67f,004-APTITR-01,2024-04-02,,,13,83655,BJ2301489640,TBD,2024-05-31,SM,Pinged CS for allocation
2024-07-29,2024-07-09,cc53bbef-12ca,017-EVOTECH-01,2024-07-09,,,1,15674,XS8106056956,Supplier Delay,2024-07-31,SM,12 eaches in transit + 39 eaches on hand
2024-07-29,2024-07-23,dc9973d2-2dd1,008-CASSETTE-01,2024-07-23,16,,5,51025,PK1440714657,Transport Delay,2024-08-07,WD,"Qty 80 - ""Green lighted"" approved-shipped 7/29/24, 105990-01, Del'd 7/31        UPS#: 1Z849AE60442426763, 1Z849AE60442055995,1Z849AE60440186795, needs SAP recp't"
2024-07-29,2024-07-17,84d8ce4c-0184,009-CCB-01,2024-07-17,,,2,5128,NA1915608132,Supplier Delay,2024-07-31,SM,12 eaches in transit + 39 eaches on hand
2024-07-29,2024-07-15,54426cbd-de0d,015-VERISURE-MI,2024-07-15,16,,4,26728,QU5282103694,,,TS,
2024-07-29,2024-05-29,84677263-7b23,001-100NX-01,2024-05-29,16,,5,28630,QJ4646409748,Inventory available to promise/no planning block,,WD,"Inventory available in PA01. CS (Bustos, Alejandra) to remove Block 16 from the orders."
2024-07-30,2024-07-15,85f470e6-e444,009-CCB-01,2024-07-15,16,,1,3205,US5406730675,Overconsumption,2024-08-06,WD,"990 ea arrived to PA01 warehouse, waiting for inbound."
2024-07-30,2024-06-26,d3ef77f9-f2cb,014-VERISURE-BD,2024-06-26,16,,3,19056,HA0174703089,Supplier Delay,2024-08-02,SM,80 eaches in transit
2024-07-30,2024-06-12,c2e93796-1f31,011-BIOTRACE-PRO,2024-06-12,16,,2,2976,GN5607802799,TBD,,SP,TBD
2024-07-30,2024-07-23,c79a7aa6-7242,020-CIDEX-TS-01,2024-07-23,,,2,640,KR8002561677,,,SM,
2024-07-30,2024-07-18,0e0bc23f-37d7,006-TRAYMAT-01,2024-07-18,16,,5,40095,OR5434035784,,,SM,
2024-07-30,2024-05-29,fc50a9e0-8d5a,015-VERISURE-MI,2024-05-29,16,,16,164480,JU1967141727,Overconsumption,2024-08-06,WD,"990 ea arrived to PA01 warehouse, waiting for inbound."
2024-07-30,2024-07-03,a9601b9b-0261,001-100NX-01,2024-07-03,16,,12,147240,IO1524487170,Supplier Delay,2024-08-02,SM,80 eaches in transit
2024-07-30,2024-07-15,0425c60d-082e,020-CIDEX-TS-01,2024-07-15,,ASP Product Allocatn,8,1024,RM7101211399,MTO code,,TS,"Kits are MTO and are being built. Customer Service has been asked to update the sales orders to when the Kits are finished. SO 1100812314 is also blocked by customer service, so MTO process is not followed."
2024-07-30,2024-07-22,26a83062-fa73,017-EVOTECH-01,2024-07-22,16,,1,4610,HU5516001349,Supplier Delay,2024-08-02,SM,80 eaches in transit
2024-07-30,2024-07-09,3bbe2d0b-3eff,005-APTITRH-01,2024-07-09,,,15,3705,FQ3218437616,Supplier Delay,2024-07-31,SM,12 eaches in transit + 39 eaches on hand
2024-07-30,2024-07-29,dab2fcaf-4562,016-AEROFLEX-01,2024-07-29,16,,4,8080,ZX2381373611,,,SM,
2024-07-30,2024-07-18,047f091a-55a6,006-TRAYMAT-01,2024-07-18,16,,1,12474,AK1110576304,,,WD,
2024-07-30,2024-07-29,bfd566e2-05e9,005-APTITRH-01,2024-07-29,16,,5,390,HJ3744248239,TBD,,SM,TBD
2024-07-30,2024-07-12,7cfcdccd-e431,007-TYVEK-01,2024-07-12,,,14,84476,OL1245468724,Supplier Delay,2024-07-31,SM,12 eaches in transit + 39 eaches on hand
2024-07-30,2024-05-29,aaccf1c7-9ac1,009-CCB-01,2024-05-29,16,,5,19230,QD9634603334,Inventory available to promise/no planning block,,WD,"Inventory available in PA01. CS (Bustos, Alejandra) to remove Block 16 from the orders."
2024-07-30,2024-07-23,b1433cae-b7a8,019-CIDEX-01,2024-07-23,16,,2,6620,KE7915295119,Transport Delay,2024-08-07,WD,"Qty 80 - ""Green lighted"" approved-shipped 7/29/24, 105990-01, Del'd 7/31        UPS#: 1Z849AE60442426763, 1Z849AE60442055995,1Z849AE60440186795, needs SAP recp't"
2024-07-30,2024-03-22,e764d47d-6a32,003-100S-01,2024-03-22,,,3,14112,PR3448046539,MTO code,2024-08-09,SM,"PO 4500015805. Supplier delay, pending PGR"
2024-07-30,2024-04-02,f83c8d7a-0330,015-VERISURE-MI,2024-04-02,,,17,166022,BW7970327926,TBD,2024-05-31,SM,Pinged CS for allocation
2024-07-30,2024-07-29,c4425f1d-829d,004-APTITR-01,2024-07-29,16,,2,1716,RO1035250973,,,SM,
2024-07-30,2024-05-07,3f678177-e2e9,003-100S-01,2024-05-07,16,,1,7840,IJ4349560602,0,,SM,0
2024-07-30,2024-07-15,ff5365af-bb80,003-100S-01,2024-07-15,16,,2,3136,OQ3557621701,,,TS,
2024-07-30,2024-07-10,82805651-4073,008-CASSETTE-01,2024-07-10,,,4,50240,ZV7542027842,Overconsumption,2024-08-02,SM,"26EA in QA location, pending to release"
2024-07-30,2024-07-15,94b40aa6-6916,021-CIDEZYME-01,2024-07-15,16,,12,22680,GL4618281635,,,TS,
2024-07-30,2024-07-24,0c19f757-5c5c,015-VERISURE-MI,2024-07-24,16,,9,78642,TT0350072669,Transport Delay,2024-08-07,WD,"Qty 80 - ""Green lighted"" approved-shipped 7/29/24, 105990-01, Del'd 7/31        UPS#: 1Z849AE60442426763, 1Z849AE60442055995,1Z849AE60440186795, needs SAP recp't"
2024-07-30,2024-07-29,e27294f6-79f3,004-APTITR-01,2024-07-29,16,,1,1287,XD1064679207,,,SM,
2024-07-30,2024-07-18,2ef56045-42bb,003-100S-01,2024-07-18,16,,8,62720,OW7782057900,,,SM,
2024-07-30,2024-07-24,c002b5ed-f6d1,003-100S-01,2024-07-24,16,,1,784,MD5411011830,Other,2024-09-16,WD,"SO: Block 16, Qty 20, pending shipment-CH01-docs (Green light) approval"
2024-07-30,2024-07-19,75b2b826-7370,007-TYVEK-01,2024-07-19,16,,1,1724,KR6254966638,Supplier Delay,2024-08-02,SM,80 eaches in transit
2024-07-30,2024-07-26,4a70abe8-5295,003-100S-01,2024-07-26,16,,6,51744,TC2580439704,,,SM,
2024-07-30,2024-07-26,cebeaf98-8e9a,019-CIDEX-01,2024-07-26,16,,7,69510,DT8195066865,,,SM,
2024-07-30,2024-07-08,db82d5d9-7ca6,007-TYVEK-01,2024-07-08,,,5,12930,LQ9952390486,Overconsumption,2024-08-02,SM,"26EA in QA location, pending to release"
2024-07-30,2024-07-17,314fc07b-2c25,021-CIDEZYME-01,2024-07-17,,,7,8085,XQ6713774601,NPI,2024-08-16,SM,"PO 4500016662, in transit"
2024-07-30,2024-07-15,d88c9b8f-a9b2,015-VERISURE-MI,2024-07-15,16,,9,74016,MW8822966045,,,SM,
2024-07-30,2024-06-18,ee0e3a2a-d01e,002-NX-01,2024-06-18,,,1,605,WH4158416251,TBD,,SP,TBD
2024-07-30,2024-06-17,2a99be61-8e4e,005-APTITRH-01,2024-06-17,16,,7,819,KH6975255979,Transport Delay,2024-08-07,WD,"Qty 80 - ""Green lighted"" approved-shipped 7/29/24, 105990-01, Del'd 7/31        UPS#: 1Z849AE60442426763, 1Z849AE60442055995,1Z849AE60440186795, needs SAP recp't"
2024-07-30,2024-07-26,7a3b5c8b-c581,011-BIOTRACE-PRO,2024-07-26,16,,7,41664,AA2406233692,,,SM,
2024-07-30,2024-07-17,17163194-37c0,001-100NX-01,2024-07-17,,,5,32720,XY2064841218,Supplier Delay,2024-07-31,SM,12 eaches in transit + 39 eaches on hand
2024-07-30,2024-07-26,fa9e7a99-26b2,006-TRAYMAT-01,2024-07-26,16,,9,112266,TC2460289402,0,,SM,0
2024-07-30,2023-12-11,ab552225-ddde,012-BIOTRACE-MINI,2023-12-11,16,,5,4760,UE1803184521,TBD,,SP,TBD
2024-07-30,2024-07-29,196607b4-89c1,005-APTITRH-01,2024-07-29,16,,10,1560,OT8131857023,,,SM,
2024-07-30,2024-07-26,f0060c9b-f920,004-APTITR-01,2024-07-26,16,,5,34320,AV7877916708,,,SM,
2024-07-30,2024-07-29,532b9f86-4146,012-BIOTRACE-MINI,2024-07-29,16,,4,4352,IO0841759111,,,SM,
2024-07-30,2024-06-13,5657984c-b237,016-AEROFLEX-01,2024-06-13,16,,2,12928,WD9728065663,Inventory available to promise/no planning block,,WD,"Inventory available in CO01. CS (Bustos, Alejandra) to remove Block 16 from the orders."
2024-07-30,2024-06-12,b63321e4-374a,009-CCB-01,2024-06-12,16,,2,10256,YM5771687699,TBD,,SP,TBD
2024-07-30,2024-07-15,a7fb9ae5-cd0f,008-CASSETTE-01,2024-07-15,,ASP Product Allocatn,19,283385,SX5454722741,MTO code,,TS,"Kits are MTO and are being built. Customer Service has been asked to update the sales orders to when the Kits are finished. SO 1100812314 is also blocked by customer service, so MTO process is not followed."
2024-07-30,2024-07-18,56a4f49b-e2de,019-CIDEX-01,2024-07-18,16,,17,225080,EI2090046371,,,TS,
2024-07-30,2024-07-12,6c15fb9a-0f5c,019-CIDEX-01,2024-07-12,16,,4,21184,OR7752041704,Supplier Delay,2024-08-02,SM,80 eaches in transit
2024-07-30,2024-07-17,568bc920-76e4,005-APTITRH-01,2024-07-17,16,,1,26,XE8283372631,0,,SM,0
2024-07-30,2024-07-26,b3af7a6a-d63d,002-NX-01,2024-07-26,16,,2,3630,YQ8291253445,,,SM,
2024-07-30,2024-07-29,f628a34d-4fbd,010-VELOCITY-01,2024-07-29,16,,3,8052,MX6015499597,Overconsumption,2024-08-02,SM,"26EA in QA location, pending to release"
2024-07-30,2024-06-19,fed59d18-7e0f,014-VERISURE-BD,2024-06-19,16,,7,55580,PR2087586333,Inventory available to promise/no planning block,,WD,"Inventory available in CO01. CS (Bustos, Alejandra) to remove Block 16 from the orders."
2024-07-30,2024-07-23,32b0f161-b5d5,012-BIOTRACE-MINI,2024-07-23,16,,2,1088,SR8766366562,Other,2024-08-16,WD,"Block 16, Qty 50, pending customs registrastion approval(`7/29)"
2024-07-30,2024-07-26,cc0ebd11-8a72,012-BIOTRACE-MINI,2024-07-26,16,,5,3400,TU7693023335,,,SM,
2024-07-30,2024-07-16,82018e8a-8247,008-CASSETTE-01,2024-07-15,16,,3,18840,DI1055075335,Supplier Delay,2024-08-02,SM,80 eaches in transit
2024-07-30,2024-06-13,59970d72-97f6,004-APTITR-01,2024-06-13,,ASP Product Allocatn,3,7722,DO4202401052,TBD,,SP,TBD
2024-07-30,2024-04-05,db5dddcc-508e,013-SEALSURE-01,2024-04-05,,,4,8880,EC6154185938,0,,SM,0
2024-07-30,2024-07-09,efa4ad24-3a1d,003-100S-01,2024-07-09,16,,7,98784,VV4626508255,Other,2024-07-26,TS,STO 3500086781
2024-07-30,2024-07-29,7b2a96b6-5b9e,007-TYVEK-01,2024-07-29,16,,13,95251,KU4126300484,0,,SM,0
2024-07-30,2024-07-26,a4fb8dc0-3f3f,004-APTITR-01,2024-07-26,16,,1,8580,GL8812340614,,,SM,
2024-07-30,2024-07-15,ade36308-ec19,010-VELOCITY-01,2024-07-15,16,,8,21472,UG0434593378,,,TS,
2024-07-30,2024-07-15,59c5614f-a84a,007-TYVEK-01,2024-07-15,16,,16,137920,UQ1246698626,,,SM,
2024-07-30,2024-07-15,442d0366-c3d5,014-VERISURE-BD,2024-07-15,16,,3,14292,TD0529611388,,,TS,
2024-07-31,2024-07-15,fcc680c0-b7a5,003-100S-01,2024-07-15,16,,4,12544,WG6435797238,Overconsumption,2024-08-06,WD,"990 ea arrived to PA01 warehouse, waiting for inbound."
2024-07-31,2024-07-24,df0d41eb-ac0d,011-BIOTRACE-PRO,2024-07-24,16,,9,127224,WJ5460297180,Supplier Delay,2024-08-02,SM,80 eaches in transit
2024-07-31,2024-06-26,9e0de6d1-cce1,003-100S-01,2024-06-26,16,,6,89376,YL8394691754,Supplier Delay,2024-08-02,SM,80 eaches in transit
2024-07-31,2024-06-12,b819213c-e2c1,007-TYVEK-01,2024-06-12,16,,5,19395,QD9830198050,TBD,,SP,TBD
2024-07-31,2024-07-23,01c6f946-2258,010-VELOCITY-01,2024-07-23,,,1,244,PD9275897352,,,SM,
2024-07-31,2024-07-24,67c2f308-52b6,015-VERISURE-MI,2024-07-23,16,,4,22616,TC7047457359,Transport Delay,2024-08-07,WD,"Qty 80 - ""Green lighted"" approved-shipped 7/29/24, 105990-01, Del'd 7/31        UPS#: 1Z849AE60442426763, 1Z849AE60442055995,1Z849AE60440186795, needs SAP recp't"
2024-07-31,2024-07-18,617e0987-3dd5,006-TRAYMAT-01,2024-07-18,,,7,124740,CZ8751082099,,,SM,
2024-07-31,2024-07-26,959b2310-9f9c,009-CCB-01,2024-07-25,16,,10,115380,HT4471632110,Supplier Delay,2024-08-02,SM,80 eaches in transit
2024-07-31,2024-07-03,0f38f803-4d08,018-ENZOL-01,2024-07-03,16,,1,1900,PA0361922807,Supplier Delay,2024-08-02,SM,80 eaches in transit
2024-07-31,2024-07-15,c6444106-6fbc,019-CIDEX-01,2024-07-15,,ASP Product Allocatn,10,99300,XF0366543561,MTO code,,TS,"Kits are MTO and are being built. Customer Service has been asked to update the sales orders to when the Kits are finished. SO 1100812314 is also blocked by customer service, so MTO process is not followed."
2024-07-31,2024-07-22,2dec343b-6990,016-AEROFLEX-01,2024-07-22,16,,4,24240,YE5850329980,Supplier Delay,2024-08-02,SM,80 eaches in transit
2024-07-31,2024-07-09,d1243765-40f2,010-VELOCITY-01,2024-07-09,,,1,1464,JS0289988351,Supplier Delay,2024-07-31,SM,12 eaches in transit + 39 eaches on hand
2024-07-31,2024-07-29,af952b57-fbfc,013-SEALSURE-01,2024-07-29,16,,2,1776,LZ1363602406,TBD,,SM,TBD
2024-07-31,2024-07-12,2c37d2f4-bb1e,003-100S-01,2024-07-12,,,1,4704,SE8194248684,Supplier Delay,2024-07-31,SM,12 eaches in transit + 39 eaches on hand
2024-07-31,2024-05-29,9a6066c2-b97e,012-BIOTRACE-MINI,2024-05-29,16,,3,1632,PU2565117203,Inventory available to promise/no planning block,,WD,"Inventory available in PA01. CS (Bustos, Alejandra) to remove Block 16 from the orders."
2024-07-31,2024-07-23,45e82a7a-6387,007-TYVEK-01,2024-07-23,16,,2,1724,MZ4921700967,Transport Delay,2024-08-07,WD,"Qty 80 - ""Green lighted"" approved-shipped 7/29/24, 105990-01, Del'd 7/31        UPS#: 1Z849AE60442426763, 1Z849AE60442055995,1Z849AE60440186795, needs SAP recp't"
